"image","cafeName","cafeAddress","rating","PRICE_RANGE","CUISINES","Special_Diets","Meals","FEATURES"
"https://media-cdn.tripadvisor.com/media/photo-s/1a/5e/37/52/dika-bakery.jpg","Dika Bakery & Cake Shop - CLOSED","Jalan Gajah Mada Blok R6 No. 21-23 Purwo Kinanti, Pakualaman, Yogyakarta 55112 Indonesia","4.0 ","IDR 5,000 - IDR 25,000","European, Asian, Middle Eastern, Indonesian, Central Asian","","Brunch, Breakfast, Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/0f/c6/a7/89/photo4jpg","Noe Coffee & Kitchen - CLOSED","Jl. Dr Wahidin Sudirohusodo No. 68, Yogyakarta 55224 Indonesia","4.0 ","","","","Breakfast, Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/18/b3/3d/3f/cute-place-in-jl-prawirotaman.jpg","As Coffee - CLOSED","Jl. Prawirotaman No.29, Yogyakarta 55153 Indonesia","4.5 ","","Cafe","","",""
"","Mangku Coffee Shop - CLOSED","Jl. Mangkuyudan No. 09 Mantrijeron, Yogyakarta 55143 Indonesia","5.0 ","","","","",""
"","Salami Kopi - CLOSED","Jl. Sosrowijayan GT I No. 62 Gg. 2, Yogyakarta Indonesia","3.0 ","","Cafe","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/28/5b/d6/b0/classic-rock-with-feelgood.jpg","Oase Cafe & Resto","Jl. Taman Siswa No.31, Yogyakarta 55151 Indonesia","","","Indonesian","","Dinner",""
"","Rembug Kopi","Jl. Veteran No 148 Warungboto, Kec. Umbulharjo, Yogyakarta 55161 Indonesia","","","Cafe, Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/14/df/ff/3e/getlstd-property-photo.jpg","Lurd Coffee.co","Jl. Sosrowijayan No. 76 Sosromenduran, Gedong Tengen, Yogyakarta 55271 Indonesia","5.0 ","IDR 15,000 - IDR 50,000","Asian, Indonesian","","",""
"","Delicia Bakery & Roti Sisir Jogja","Jl. KH Ahmad Dahlan No. 101, Yogyakarta 55262 Indonesia","4.0 ","IDR 4,000 - IDR 235,000","","","",""
"","Angkringan Kang Jo","Jl. Jenderal Sudirman 1 Toko MURAH, Yogyakarta 55233 Indonesia","","","","","Dinner, Late Night, Drinks",""
"","Literica Resto & Cafe","Tirtodipuran St No.65 Pondok Kacang Prima Blok G1 No 5, Yogyakarta 55143 Indonesia","","","Southwestern, Asian, Indonesian","","Breakfast, Lunch, Dinner, Brunch, Drinks","Outdoor Seating, Seating, Parking Available, Accepts Mastercard, Digital Payments, Free Wifi, Accepts Credit Cards"
"","Shaokao Barbeque & Bar","Jl. Parangtritis No.95, Yogyakarta 55143 Indonesia","","IDR 6,000 - IDR 50,000","Bar, Barbecue, Pub","","",""
"","Tan.Panama Coffee","Jl. Candra Kirana No.10 Terban, Gondokusuman, Yogyakarta 55223 Indonesia","","IDR 14,000 - IDR 22,000","Cafe","","Lunch, Dinner","Seating, Free Wifi"
"","Geprek Johnsu Jogja","Jl. Batikan No.94 Pandeyan, Umbulharjo, Yogyakarta 55161 Indonesia","","","Asian, Indonesian","","Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/21/f9/d4/10/one-best-artist-yogyakarta.jpg","Amri Yahya Art De Cafe","Jl. Prof. Dr. Ki Amri Yahya No 06, Yogyakarta 55253 Indonesia","","","Cafe, Asian, Grill, Contemporary, Indonesian","","",""
"","Nufia Snack & Nasi Box","Dipowinatan Mg1/48 Rt 05 Rw 01 Yogyakarta, Indonesia, Yogyakarta 55152 Indonesia","","","Asian, Indonesian","","","Delivery"
"","Funny Burger & Kebab","Jagalan beji PA I/412, Yogyakarta Indonesia","","","American","","Breakfast, Lunch, Dinner, Brunch","Delivery, Street Parking, Digital Payments, Cash Only"
"https://media-cdn.tripadvisor.com/media/photo-s/29/28/32/f3/de-celine-s-aesthetic.jpg","De Celine Restaurant & Patisserie","Jl.FM Noto No.17 Kotabaru Yogyakarta, Yogyakarta 55224 Indonesia","","","Pizza, European, Asian, Grill, Indonesian, Beer restaurants","","Lunch, Dinner, Brunch, Late Night, Drinks, Breakfast","BYOB, Takeout, Reservations, Outdoor Seating, Private Dining, Parking Available, Street Parking, Wheelchair Accessible, Full Bar, Wine and Beer, Accepts Mastercard, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Family style"
"","Ruang Jaka Coffee & Free Wifi","Jalan Polowijan No 17B, Yogyakarta 55133 Indonesia","","","American, Asian, Indonesian","","Lunch, Dinner, Brunch, Drinks","Street Parking, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards"
"","Bon Sva Coffee and Deli","Jl. Prawirotaman 2 No.71, Yogyakarta 55153 Indonesia","","IDR 10,000 - IDR 30,000","Italian, Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/24/28/8a/63/ouch-this-holy-brownnnn.jpg","Harian Lokal Coffee N Co","Jalan Perintis Kemerdekaan No.83, Pandeyan Umbulharjo, Yogyakarta, Yogyakarta 55161 Indonesia","5.0 ","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/2a/01/8e/8c/caption.jpg","Omah Kalang Coffee And Space","Jl. Tegal Gendu No. 28 Prenggan Yogyakarta, Yogyakarta Indonesia","5.0 ","","Italian, Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/1b/87/d0/69/d-warna-selfie-cafe.jpg","D' Warna Selfie & Cafe - CLOSED","Jl. Tegalturi 02, Yogyakarta Indonesia","5.0 ","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/2a/9f/69/6d/caption.jpg","Lotek & Gado-gado Merdeka","Jl. Wijayakusuma no 8 Perumnas Condongcatur Depok, Yogyakarta 55283 Indonesia","5.0 ","","Asian, Healthy, Indonesian","","Breakfast, Lunch","Seating, Parking Available, Free off-street parking, Digital Payments"
"https://media-cdn.tripadvisor.com/media/photo-w/28/d3/d4/fe/kopi-bongkar-adalah-minuman.jpg","kopi bongkar","Kalakijo RT 1 Guwosari Pajangan Bantul Selatan LP Pajangan Bantul, Yogyakarta 55751 Indonesia","5.0 ","","","","Drinks",""
"https://media-cdn.tripadvisor.com/media/photo-s/2a/76/b3/d2/caption.jpg","Rita Roti Snack Box And Cookies","Jalan Gito Gati Perumahan  Griya Mulia Asri B2 gondanglegi sariharjo ngaglik sleman, Yogyakarta 55581 Indonesia","5.0 ","","","","Lunch",""
"","Sate Babi & Sop Bakut 39 Cabang Pecenongan - CLOSED","Kompleks Ruko Babarsari No. 74, Yogyakarta 55281 Indonesia","5.0 ","IDR 15,000 - IDR 100,000","Asian, Grill, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/16/e4/f2/fe/lotek-and-wedang-uwuh.jpg","Lotek & Gado-gado Bu Nur Cabang Colombo","Jl. Sorowajan Lama Jaranan, Banguntapan, Yogyakarta 55198 Indonesia","3.0 ","","","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/1b/39/6a/7c/botime-it-s-a-good-time.jpg","Botime","Jl. Sorogenen No.13 Sorosutan, Umbulharjo, Yogyakarta 55162 Indonesia","","IDR 14,000 - IDR 29,000","Asian, Taiwanese","","",""
"","Gule Satelit Gejayan - Nasi Gule Sapi & Nasi Koyor","Jl. Affandi No.09, Yogyakarta 55281 Indonesia","","","Asian, Diner, Indonesian","","Dinner, Late Night","Delivery, Street Parking, Digital Payments, Cash Only"
"","Panggung Coffee - CLOSED","Jl. Sorowajan Baru Selatan SMA UII, Yogyakarta Indonesia","","","Cafe","","",""
"","Omah Kalang Coffee And Space","Tegal Gendu No. 28, Prenggan, Kota Gede, Yogyakart, Yogyakarta Indonesia","","","Italian, Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/15/c6/d0/7a/make-your-day-extra-delicious.jpg","Cubic Kitchen & Bar - CLOSED","Jalan Demangan Baru Demangan Square Building, Caturtunggal 55281 Indonesia","4.0 ","IDR 60,000 - IDR 575,000","Mexican, European, Asian, Indonesian, Bar, Italian, Pub","","Dinner","Reservations, Seating, Serves Alcohol, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/15/bc/11/30/screenshot-20181215-233725.jpg","Portable Bite and Brew","Jl. Demangan Baru Demangan Square Building 3-5, Sleman Indonesia","5.0 ","","Asian, Indonesian, Singaporean, Steakhouse","","","Reservations, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/19/ff/72/85/wedangan-pendhopo.jpg","Wedangan Pendhopo","Jalan Srigading 1 No 27, Solo Indonesia","4.0 ","","Indonesian, Asian","","Dinner","Takeout, Seating"
"https://media-cdn.tripadvisor.com/media/photo-s/0a/62/f7/ab/poffertjes-yummy.jpg","Toko Oen","Jln. Pemuda 52, Semarang 50138 Indonesia","4.0 ","","Dutch, European, Asian, Indonesian, International","Vegetarian Friendly, Vegan Options, Halal","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Accepts Credit Cards, Table Service, Live Music"
"https://media-cdn.tripadvisor.com/media/photo-s/08/5d/99/5a/fruit-tea-mix.jpg","Godhong Pring","Jln. Merbabu, Salatiga 50724 Indonesia","4.5 ","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/11/ac/3b/64/20180104-090211-largejpg","Starbucks","Jl. Pemuda no. 118 Paragon City Mall, Semarang 50132 Indonesia","4.0 ","","Cafe","","Breakfast, Brunch","Takeout, Seating, Wheelchair Accessible"
"https://media-cdn.tripadvisor.com/media/photo-s/1a/0d/f1/63/20191117-183951-largejpg","My Kopi O!","Jl Sisingamaraja 75, Semarang Indonesia","3.5 ","","Cafe, Asian, Indonesian","","Breakfast, Lunch, Dinner, Brunch","Takeout, Seating, Parking Available, Table Service"
