"image","cafeName","cafeAddress","rating","PRICE_RANGE","CUISINES","Special_Diets","Meals","FEATURES"
"https://media-cdn.tripadvisor.com/media/photo-w/12/1b/ec/16/ta-img-20180220-182843.jpg","Ayam Bakar Primarasa","Jl. Gajahmada No.99D, Semarang 50134 Indonesia","4.5 ","","Asian, Indonesian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Delivery, Takeout, Reservations, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/29/bc/cc/0c/everyone-is-beautiful.jpg","Milestones Coffee House","Bancarkembar Permai Blok IX no 14. Jl. Gn. Singgal Jl. Gn. Singgalang, Purwokerto 53121 Indonesia","5.0 ","","Contemporary, Fusion","","Breakfast, Lunch, Dinner, Brunch, Drinks",""
"https://media-cdn.tripadvisor.com/media/photo-s/0e/10/6e/81/photo8jpg","Warung Joglo Bu Rini","Jalan Mawar 5B, Salatiga Indonesia","4.0 ","","Asian, Indonesian","Halal","Lunch, Brunch, Breakfast, Dinner","Takeout, Outdoor Seating, Seating, Parking Available, Table Service, Reservations"
"https://media-cdn.tripadvisor.com/media/photo-s/11/29/69/76/photo1jpg","Nasi Liwet Bu Wongso Lemu","Jl. Teuku Umar Keprabon, Solo 57131 Indonesia","3.5 ","","Asian, Indonesian","Halal","Dinner, Late Night","Takeout, Seating"
"https://media-cdn.tripadvisor.com/media/photo-s/05/99/98/37/joglo-ki-penjawi.jpg","Joglo Ki Penjawi","Jln. Ki Penjawi No. 14 RS. Ananda Masuk 500m, Salatiga 50714 Indonesia","4.0 ","","Asian, Indonesian","","Lunch, Dinner","Reservations"
"https://media-cdn.tripadvisor.com/media/photo-o/06/20/77/dd/cappucino.jpg","Coffee Toffee","Kpg. Tembalang, Semarang 50275 Indonesia","4.0 ","","Cafe","","Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/05/61/ae/fc/pasta-banget-signature.jpg","Pasta Banget Signature","Jln. Palagan I Jalan Damai Palagan, Sleman 55512 Indonesia","4.0 ","","Italian, European, Fusion","","Lunch, Dinner","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Wheelchair Accessible, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/15/77/bf/8f/photo1jpg","Nasi Kucing Pak Gik","Jln. Inpeksi, Semarang 50198 Indonesia","4.0 ","","Street Food","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/0d/64/82/e5/getlstd-property-photo.jpg","Koeslan's Coffee and Mates","Jl. Mojo no 7, Solo 57145 Indonesia","4.5 ","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/1b/a4/2d/39/img20200725170351-largejpg","Susan Spa Restaurant","Jalan Gintungan Utara Dusun Piyoto, Bandungan 50614 Indonesia","4.0 ","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/12/45/4c/83/hero-coffee-kota-lama.jpg","Hero Coffee","Jl. Kepodang No. 33, Semarang 50137 Indonesia","4.5 ","","","","Dinner, Breakfast, Lunch",""
"https://media-cdn.tripadvisor.com/media/photo-s/16/1a/6e/af/loenpia-gorenhg-dan-kukus.jpg","Java Loenpia","Jl. Simongan No.125 Bongsari, Semarang 50148 Indonesia","5.0 ","","Asian, Indonesian","","Breakfast, Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/14/0a/5f/4b/wedangan-hick-gaul-pak.jpg","Wedangan Hick Gaul Pak Mul","Jl. Lawu front of SMP N 3 Karanganyar, Karanganyar 57715 Indonesia","4.0 ","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/17/7f/87/aa/all-you-need-is-friends.jpg","Makabana Space","Jl. Diponegoro No.22 Tegalsari, Candisari, Semarang 50614 Indonesia","5.0 ","","Cafe, International, Asian, Grill, Soups","","Breakfast, Lunch, Dinner, Brunch, Drinks","Outdoor Seating, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Free Wifi, Accepts Credit Cards"
"https://media-cdn.tripadvisor.com/media/photo-o/12/81/df/a2/filename-img-4345-jpg","KOENOKOENI","Jln. Ngaglik Baru, Semarang 50231 Indonesia","3.5 ","","Asian, Indonesian, International","Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner, Brunch, Late Night","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service, Live Music, Playgrounds"
"https://media-cdn.tripadvisor.com/media/photo-w/16/d5/0a/4d/cimory-on-the-valley.jpg","Cimory on the Valley","Jl. Raya Soekarno Hatta Km 30, Kab Bawen, Semarang Indonesia","4.0 ","","European, Asian, Indonesian","Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner, Brunch","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Accepts Credit Cards, Table Service, Playgrounds"
"https://media-cdn.tripadvisor.com/media/photo-s/11/a4/cc/5f/img-20171225-080913-515.jpg","Bakmi Mbah Mo","Jl. Parangtritis KM. 11 Code, Trirenggo, Bantul 55715 Indonesia","4.0 ","","Asian, Indonesian","","Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/16/37/ed/c9/photo2jpg","Serabi Notosuman Ny. Lidia","Jalan Mohammad Yamin 28, Solo Indonesia","4.5 ","","Indonesian","Vegetarian Friendly, Vegan Options, Halal","","Delivery, Takeout, Parking Available"
"https://media-cdn.tripadvisor.com/media/photo-s/0a/94/6e/d7/jco.jpg","J. Co Donuts & Coffee","Jl. Pemuda no. 118 Paragon City Mall, Semarang 50132 Indonesia","4.0 ","","Cafe","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/1a/8c/b1/68/20200109-121838-largejpg","citra sari resto","Jln. Seteran Tengah 51, Semarang 50134 Indonesia","4.0 ","","Asian, Indonesian","","","Reservations"
"https://media-cdn.tripadvisor.com/media/photo-s/09/db/04/a7/hidangan-di-old-town.jpg","Old Town White Coffee","Jl. Mayjen Sutoyo 11A, Semarang 50134 Indonesia","3.5 ","","Asian, Malaysian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/1a/3f/24/57/ayam-goreng-kampung.jpg","Dapoer Gending","Jl. Pramudya Wardhani no.19, Borobudur, Magelang Indonesia","4.0 ","","Asian, Indonesian","","Dinner, Brunch, Lunch","Takeout, Seating, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/0e/5b/ed/55/20170206-213947-largejpg","The Savoury Ribs & Coffee Co.","Jln. Sisingamangaraja, Semarang 50157 Indonesia","4.5 ","","Barbecue, European","","Dinner, Lunch","Takeout, Reservations, Seating, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/15/a0/a4/e7/coffeemason-semarang.jpg","Coffeemason","Jl. Kusumawardhani 17 Pleburan, Semarang 50241 Indonesia","5.0 ","$1 - $2","Cafe","","",""
"","Turi Pamantani Kopi & Resto","Jl. Donokerto Turi, 55551 Indonesia","","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/19/41/03/9d/kirakira-resto-cafe.jpg","KiraKira Resto & Cafe","Jl. Taman Beringin No.10 Sekayu, Semarang 50132 Indonesia","4.5 ","$1 - $9","Asian, American, Japanese Fusion","","Breakfast, Lunch, Dinner, Brunch, Drinks","Gift Cards Available, Takeout, Reservations, Buffet, Private Dining, Parking Available, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Playgrounds, Family style"
"","D'moro Coffee N' Beverage","Jl. Karangpandan-Ngargoyoso, Karangpandan 57791 Indonesia","","","Cafe","","",""
"","P&S Premium Steakhouse","Jl. Bima No.25 Karen, Sekarsuli, Klaten 57432 Indonesia","4.0 ","","International","","",""
"","Sempolan & Es Degan Taman","Jl. Tawang Sari Kelun, Kartoharjo, Madiun 63112 Indonesia","","","Street Food","","",""
"","Podo Moro Seafood & Ayam","Jl. Bhayangkara No.64 Sriwedari, Laweyan, Solo 57141 Indonesia","","","Chinese","","",""
